Unnamed: 0,tweet,target
856,one hundred and forty-nine ???????????????????????? ??????????????????????????????????w ?????????????????????....... ?????????????????????????????????????????????????????? ???????????????????????????????????? ????????????????????????? ?????????????????????????????????????????????????????????????????????????????? ??????????????????????????? pic.twitter.com/QtwovTLYkGYm,0
2007,Forgot to take my SSRI yesterday. Didn't notice it that I didn't take the meds. Let's see what side-effects the day brings,1
1667,I wish I didn't feel like I bothered you all of the time..,1
2463,What depression mean :) Laugh outside down inside pic.twitter.com/tkZeniwtIb,1
1356,"is serious, so let's treat it seriously. Don't just brush it off, tell someone, and if some one tells you, don't over react.",0
1352,Last play of my Raiders till August,0
2148,My heart is so happy I want to explode.,0
661,Don't know why I feel so today. :/,1
577,May Allah keep us safe and your Providence. May U replace sadness with happiness and ; instill endless love in your heart Stay bless.,0
369,"Over the past two days I've drank twenty-seven bottles of beer, two pints of cider and half a bottle of prosecco.",1
1421,Every time I see the GBBO advert..... sugacravings yummy dietgonetohell,0
1198,"oh no Bennys my love, my life came on shuffle and Im pic.twitter.com/ggsevenpWVFvat",0
583,"I'm sinking so fast, I don't even know where to start to save myself.",1
2686,Sudden feeling of darkness.... Show me the light Ray I'm feeling pretty hopeless,1
2322,"Among the things you can give and still keep are your word, a smile, and a grateful heart. Success Leadership",0
1251,"Well, thank you. Sincerely",0
1800,one hundred and thirty-four ???????????????????????????????????????????????????????????????????????????????? ????????????????????????....... ??????????????????????????????????????????? ???????????????????????? ????????????????????????????????????? ????????????....... ???????????????????????????????????????????????????.......,0
523,"Humble yourself in the sight of the LORD. If we have died in Christ, then how can we be offended? A dead person cannot feel anything, right?",0
235,I can now see all of your tweets on one timeline. Makes life a lot easier. Just say hello and I will add you!,0
810,Welcome to MPSVT! We are delighted to have you! grateful MPSVT relationships,0
814,It would be awesomeness to win this for my two girls.,0
1425,"That moment when the President of a country declares thats its God that will punish suicide bombers in the country, you know the country is in a state of emergency.",0
1030,Were starting an club at my job. Every Monday we must be caught up on required watching.,0
1563,Why is it when girls got broken they cut their hair? depression always got me here i ??,1
736,"My brain caught a bug, Or maybe it was my heart, Darkness gives a fucj",1
1944,"Dark place last year, I don't want to ever go back to that!",1
645,My kids really spending Christmas without me lmao I'm liable to hop on a flight,1
2733,Today marks seven years since the Kyadondo terrorist attack where many lost loved ones. We mourn ; pray they continue resting in peace. seven/eleven,1
1361,party tattoos by dodie has become my cheer up song,0
1468,Never in my life have i ever been included. Then when I had my daughter i still never got included on my own twenty-four.seven and now I have two kids still it happens to me. pic.twitter.com/BtnineJtwoyEfourZz,1
1172,I just want someone to look at me and be proud...I want to feel loved again...,1
2190,Sometimes it's songs in the dark in the smallest world possible that make all the difference.,0
954,I'm starting to lose faith in me getting better..,1
1144,It only took me thirty-nine seconds to fly over Mozambique. awesomeness,0
2961,I wish I was successful with women ????,1
2352,"The deep I thought passed last week has come back stronger than before. I need you, please just text me. pic.twitter.com/fvfTsixoKokh",1
309,And literally thirty or more things that was the reason to live and how to not be but wasn't really AT ALL. A++ for intent tho.,1
221,I can tell by the end of the night I'm gonna cut my arm,1
2279,"I'm okay. , Thank you for staying when everyone else left.",1
2589,"I would never kill myself, but I don't think I would do anything to stop death from coming",1
847,My album of the year was - few artists have managed to convey the modern world's horrors so beautifully. Bold move.,0
2985,"My author copies have landed in Australia. My agent has them. Soon, I'll be able to hold one and flick through it. excitement StoneCircle",0
2372,"creeps inside when not the entire world becomes silent, but the one you care most.",0
2293,"We are all so much together, but we are all dying of loneliness. Albert Schweitzer ?????",0
1623,We're all laughing! Eddie Izzard has begun his probe into fuzz wrongdoing involving the house of Osiris.,0
148,Just want to stay in bed all day...,1
796,Found out the peraon i liked wanted to that someone else sadness,1
2925,Just tried for the onest time... GF for thirteen yrs ; these are some of the best baked goods I've ever had! DF is a bonus! yummy,0
361,That feeling when everyone is just giving up on you but you're still fighting for them...argh,1
2159,DA NEW YR ALONE I AM BCAUSE OF WAT HAPPENED twoME ND NOW YA'LL WANA MAKE MY WORSE!?!I'VE TRIED MY BEST twoGIVE CHANCES I_,1
503,Today I ate one month old rancid meat because I forgot what month it was. .,1
1362,It's depressing because it's true??? pic.twitter.com/HNIleightJFKDx,0
842,"Always here, right? I'd like to see five of my friends post this message (Not share) to show u are always there if someone needs to talk. I think I know who will. ???? kills ????",1
2681,This has simply been the hardest week n a half of my life. Gotta keep pushing thru. Only five more days til I get some answers.,1
202,Hey imwearingyourshirt today!! humbleandkind awesomeness timmcgraw wqmx,0
1041,Lately - nothing has been going right .,1
2436,"I am trying two make a list of the ppl I twt two regularly, so if u wanna b on it, twt me and say hi!",1
290,: this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it ????????? fuck,1
611,Ever feel like just not eating...or drinking anything?,1
1840,"When you living with someone that is manic depressed, life stops ???????",0
2145,Man u r just bitter about Manu making great strides...,0
686,Was watching more Subnatica so fun and funny and IGP is so hilarious funny omg amazing nice hilarious,0
324,Im watching my show and its still not keeping my depression and anxiety at bay. This stress is crushing me :(,1
469,you're broken into thousands of tiny pieces and will never be put back together again.,1
2431,Happy birthday to one of the many founders of this fabulous company blessed TuesdayMotivation begreat,0
1841,"When I was a little boy, I never dreamed I'd end up like this. .",1
2359,"comment: ""I've had tough times but I would never consider "" this is stigma this is ignorance ANYONE pic.twitter.com/yjJOgmHMthreeD",1
926,Spare a thought tonight for all those suffering from - it's not easy when you feel down and everyone around you is celebrating.,1
1316,"What do u mean ur , when u start pissing blood u have my complete permission to be depressed!! Count Ur Blessings!!!",0
121,Love to find pics of me! (not my pic) Because love hurts ?????? ??,0
1869,"With two nurses in the family, dinner conversations consists of sad stories, bodily fluids and everything in between",0
1749,My joy is not so light that I will allow Mondays shenanigans to take it away. Hello Tuesday I greet you with a smile,0
986,and CLEARLY all this breathless coverage isn't covering the REAL Collusion story - DNC ; UkraineCollusion !!,0
2286,"how much attention does a kid need that he tags and on his instagram post, man up lil bih",1
1778,I wish I wasn't so emotionally all over the place. I feel bad four people who have two deal with me. I'm such a fuck up... ???,1
2033,Hi // I'll be gone for a while // stay strong pic.twitter.com/vcnKcsixgsDC,1
2815,Wanting to be skin ??? pic.twitter.com/gzeDkXzeroZseventy-one,1
2462,"Knowing you can help someone , but you can't even help yourself",1
17,"If optimism is the ?? to success and if you can achieve a + outlook through positive thinking, there is no excuse for failure.",0
1594,The onest thing I do when I'm is look up sad things. I think I need to be looking up happy things instead. pic.twitter.com/sevenhfiveBkVZKBeight,1
510,I feel like he lost interest in me he doesn't text me backcrying suckswhen he saw your story on snapchat,1
1287,"Absolutely blown away by this evening Such incredible sets, slick choreography and holy moly what insaaane vocals! awe",0
2950,Just you wait and see the girl you once called fat will be the girl you wish you could have pic.twitter.com/fCdBFrEysseven,1
692,"Waste of time at the GPs this morning regarding and feelings. Given some numbers to call for NHS self referral counselling which has up to a twelve month wait ?? The attitude is a ""get on with it"" or change areas of your life you're not happy with ??",1
339,Disturbing to see that is trending. Heaven send the personal sponsors and BFFs to save the dreary day.,0
3110,"..I know he wouldn't want me to cry or be , I heard that a million times along the way, but it's easier said then done. Miss him.",1
1938,If i stay actually just changed me,1
967,Grind smarter. Hustle Grind,0
2812,I miss my friends so badly,1
2926,Days are really hard. Some of them are excruciating. Sometimes I cant see the end.,1
2515,: don't let other's emotions corrupt your mind; beacause that paves the path to,0
1585,You truly decide your own happiness,0
846,Small Ceramic Ashtrays for Cigars pic.twitter.com/ZYWWqXcfour hundred and twenty-seven,0
902,six Day Cooldown on CSGO competitive only cause i kicked an AFK! Thats dumb ...,0
1020,"How can someone be happy at xmas, when you can't be with the ones you love?",1
2555,mood is often one of the early symptoms of hypothyroidism (reduced activity of the thyroid gland).,0
2896,Why did I just read through my old DMs. Fml,1
1066,Some thoughts on about a month into my latest episode ???? pic.twitter.com/PsixIsevenbMMBFc,0
1534,"Im so glad you can look at me and say Im ignorant, stuiped, and worthless. Its not like I wanted love and support from my mother",1
1833,"The darkness looming around us this NEW time of YEAR, we must strongly send away no longer live in tears. ?",1
1274,Let's start all over again.....\nfeels lover happiness loyalty truth,0
388,i waz astounded by you my idol ms dhoni...when i came to know i m not going to see you in white jersey ..miss u.... you,0
2130,Manic depression has taken by soul I wish I could all this pain away,1
1330,One of the most saddening disappointing moments of my life was when trix cereal stopped making their cereal into different shapes,0
288,-The moment you realize that they're still making country music.,0
889,Hello Jillian ; JC - a nice wisg from Betty for blessings to us all - I wish you the same - have a wonderful Tuesday!,0
760,NAME?,0
1898,Heading to PNC today to get the ball going for my MA! goingforit nervous excited,0
1460,Today just isn't a good day for me. :(,1
1398,"Gutted ,my slipped disk decided to come back last night,led in bed on Christmas Day while my family having fun downstairs",1
1705,ive comed to realize that im never gonna get one/five,0
2823,I cut today. And Im not proud of it. lmao I feel so edgy putting a depression hashtag. Whateva idc.,1
975,So the guy I likepretend to liked me*sigh*hating life a lot I feel like I'll never be happy again,1
2146,is something I believe hurts more than anything other inner state. Your thoughts? pic.twitter.com/blAzerokFZjnZ,0
1671,two thousand and fifteen grand finale: Kalusha messes Phone and Laptop. .,0
669,"No matter how hard I try, I cannot force her memories from my mind. As much I loved and love her, I don't want to think about how much I miss her. She was the person I need the most when I feel this way. She would talk to me, she would spend time with me.",1
1412,When you've forgotten how to speak when you haven't had anyone to listen to you for a long long time.,1
976,exists in places places of lawlessness or dysfunctional governing management,0
1151,"Whenever I see old people at the I always get so . Like, apparently I have to do this forever.",0
585,Thank you so much Promila aunty,0
753,had noodles for tea\nyummmmmmy\nyum yummy ddlg abdl chgl noodles,0
14,I'm so that I dropped my phone in the toilet.... I'm no longer for now.... ugggh,0
2641,Watching clips in bed. Actual legend. Never fails to put me in a good mood. comedy legend love laughter bedtime x,0
2935,Talking about my sexuality like its a wildfire.,1
55,Michael has been in bed all day barely functional from car +bad cold I have one Katman :-(,0
2789,"Why is it that every one gets what I want, I guess whatever...",1
2809,feeling so alone and misunderstood.,1
3120,"Asked our girls how they would react if their best friend didnt invite them to their birthday party.... one of them said dont hit me up, only real ones know whats up.",0
916,... or have an earpiece that feeds him gruelling questions by an irate news editor :),0
1552,"Using one of my favorite movies of all time to express my feelings is sometimes...more just validation than healing, I suppose. pic.twitter.com/HzUFRLMgKC",1
538,Comforting inspiring. faith Housefires GoodFather Thank you. Beautiful song itswhoiam itswhoyouare youtperfectinallofyourways,0
1083,"Is it a crime to have few friends, to be sensitive to overwhelming problems and injustice in the world? Hope no.",0
2415,If this shit ain't making me famous soon... Igc .... Or something If anyone feel petty for me.. Then PLEASE HELP ME! ?? I just wanna be loved and appreciated! And igc = I'm gonna cry.. And not I'm going crazy. If anyone asks.,0
292,"I do not know anymore who I am in life because of my parents . I dont know if I still own my life the fact I feel shallow. Why does life always seem to be unfair , to the point u feel nothing.",1
616,Come on blues StateOfOrigin Origin NSWBlues nsw,0
1905,"I don't know why I'm like this but, whenever I see him, I just smile and feel happiness when he's around",0
1622,"God, please help me.",1
2474,rowing three thousand miles across the Atlantic Ocean with and in a fight to can I get a please ??????,0
813,"the road to recovery is a long and winding road that, may or may not actually be conquered. Try or die trying",0
2505,Just watched The Hobbit The Battle of The Five Armies... I am weak... so so so damn weak... :'( ...,0
576,"You aren't weathly until you have something, money can't but. \n goodmorning bless guidelife usa uk ksa",0
2370,Didnt make the Teeqo OMEGLE CUT!!!!! :(,0
1802,I spent hundreds of dollars on makeup online to cover my ugly face ;-;,1
1942,"Quote: , and are caused when we are living to please others. Paulo Coelho pic.twitter.com/CyeightzunfiveIFm",0
2226,Loneliness is what that happens in silence When darkness creeps towards the - Deep Corridors of mind Without disturbing anyone,0
890,"Hell's teeth, this day just gets better. No Her earlier; dragged into the office; assumed she was already there. She's not.",0
2565,Does your wife look adorable at six:zero a.m.? AdorableWife AdorableWedding AdorableHoneymoon AdorableJet AdorableJob,0
875,It always hurts to be the one who cared more ??,1
931,YES!!! Love it!!! thankyou awesomeness,0
2993,My life I take one day at a time I had more than once and I won't let it take over my life,1
3185,I cant Take it ???? pic.twitter.com/vXqNHnineNjHsix,1
67,"This journey to become a YouTuber isn't easy for me. I walk with a purpose to fix me. To record it, edit it, then post it for all to see ain't easy. I do it for the one person that needed the message not the haters.",1
618,"It hurts to know I'm practically invisible to you now, that I'm more of a bother to you then anything else.",1
2350,I just had another one of my breakdowns. I saw it coming. I've been feeling it for days. Back in isolation I go!,1
385,I think my habit of reading with morning is the root cause of the feeling throughout the day! specially in two thousand and sixteen,1
1213,"I feel so sad because i can't be happy, and that makes me more unhappy",1
1885,Using Key Influencer with prediction of dataset explained by NOMIS lone parent dataset pic.twitter.com/bkxdfCUsib,0
909,My hittas a shake the spot if I point my finger,0
2183,I'm not sad. I'm sick.,1
1350,"Both addictive romantic relationships and toxic friendships leave us lonely. When we are always engaged in power struggles, there is no chance for real connection.",0
2769,Shitty is the worst feeling ever depressed anxiety,1
2302,When you feel like you have no friends at work anymore out,1
1227,"And yet again, sets the back row bar high... Tackling and support play outstanding. Congrats on your fiftyth cap! inspiring",0
969,Wish there was more to my life??,1
2162,Happy Tuesday Gray excited,0
535,No. Poverty is without any hope of money or things that require money. pic.twitter.com/rldrBbhpvzero,0
1018,I feel I shud not b here pic.twitter.com/UfourKfourguKRus,1
2058,", , ,.. Stfu You're only fifteen You just started your life",1
1689,I don't want this year to be over,1
2117,Sometimes I just wonder is it all worth it,1
882,Im so stressed and frustrated right now. Im not about this.,1
1163,Why is it always my fault? ?????? I'm so done with life. I can't do anything right. ??? pic.twitter.com/pYOcCCnineQbE,1
2204,"When your entire dance company that you haven't seen in years is getting together, but you're the only one not going",0
330,So just been looking at profiles of my other half's family accounts on Twitter and i'm extremely depressed that my life is full of ChronicPain. I'm not living a normal fulfilled life like they are. Why is it taking over my existence..?,1
2032,My new alarm is praying. I wake up in the morning feeling like oh evolution,0
2913,Even if she is tipsy I love her -Joe pic.twitter.com/qHSAqDJNninej,0
2907,"when i needed a hand, who can i turn to? when ""this"" attacks who is willing to help?",1
1754,Its hard to fix my life when I'm surrounded by negativity twenty-four/seven....,1
1357,You let me drown in my own tears which held everything I hated and regretted. I once loved you. How could you?,0
1052,My binge concluded with episode three last night. Anakin Skywalker's life is just heart breaking. ????,0
1956,"Emotional day, well time of the year for me",1
1912,Just ate half a tub of ice cream half a tub of clotted cream with a shit load of Galaxy on top,1
888,Bout to cry I just wanna sleep I hate this job,1
1224,Not felling the best right now... Life and anxiety is getting the best of me??,1
1859,Dr. Gene offers mental wellbeing to souls.,0
180,Going through are like going through .,1
2073,Balling my eyes out because I only have three days left with Zachary and I work....????,1
2584,"Reading tweets about someone's death makes me think I'll die someday, maybe soon, who knows...",1
3180,How many times I went through Hell? I can't remember ???????? cause I've been there to many times,1
1919,What sucks is when youre talking to someone and start feeling good about yourself and then they stop talking. Youre left wondering what you said wrong.,1
1549,no matter how many sad ghost man tears he's crying now! you are not entitled to forgiveness just because you're really sad now!!,1
605,"Overall, right now, and that's what matters, I am happier and stronger than I was on the same day last year",0
2744,I am annoyingI tried text my friendshe said she was dealing with something*sigh*I just need someone talk to,1
1969,one sec ur and the other ur,1
2275,"My head is anointed, my cup runneth over Don't pour from an empty cup delight love joy",0
73,It's now raining and I can hear thunder growl somewhere. Good day to read some more.,0
2080,"Silently screaming for help inside, wanting to die and wishing someone would see and help me",1
130,Done absolute fuck all the last twodays,1
1936,completely brilliant performance - so moving and honest,0
2339,Honestly I could use someone to talk to....,1
3164,some albums simply stand out,0
1049,All the proud parents on fb about their kids school report and am shitting myself for Graces arriving troublemaker,0
977,"I always hated suicide. But now that I think about it, it seems comforting to try.",1
42,Been kicked to the kerb by a big company yet again in my quest four a decent job,1
1299,I have exactly one more month to enjoy being in my twenty's.,1
103,seeing sope perform otsukare always makes me happy no matter how much of a bad day I have,0
2899,All the bright places \nmovie,0
377,So happy that I discovered coding...knowing what you want to do in life at the age of twenty-three is an amazing feeling. webdevelopment,0
269,I'm so upset,1
1765,Just gunna sit here and chew til my gums bleed..,1
2593,Today is going be a shit day,1
1842,"What I don't know is how to fight the . Lonely at work, lonely at home. Me, my thoughts and silence. You can build a very awful depression on it, doubt it that one can build a positive and happy person from a shit like that. But one can always try, I'll. Advise welcome",1
3063,I lost my facebook account...i wonder whats next..,0
2012,I don't remember the last time I've cried this much from being sick. ????????,1
2572,"two dosorder (hypomania and ) is about twenty%, while lesser grade Bipolar Spectrum Disorder is about seventy %",0
2822,When you already have everything.. and you still feel lonely.. feeling ..,1
930,Priceless love those smiles,0
2018,to all of you with and who aren't looking forward to the new year. You aren't alone??feel free to message me if you want,0
2679,And plz don't hesitate to come in. We have a translation\nservices either. We all are waiting you to come!,0
2093,"Too ill and broke to go out tonight, so gunner sit in order fish and chips and watch it on the telly! ??????",1
1395,Good morning! I hope you all have an amazing Wednesday. wednesday positivevvibes,0
859,i just need for someone to rub my head tonight ...,1
2288,Just got an audition for a lead role in a SAGFilm actor moviestar awesome happy Me,0
2717,Maybe the reason I get so in February is the rebound from the,1
2862,"Today is just not a good day, looks like two thousand and fourteen couldn't end without giving me a final kick in the ass",1
426,"This time of the year is USUALLY full of excitement, not for me",1
801,I used the wrong fowl sorry I'm a disappointment please killme,1
1945,"On this day of resolutions and celebration, thinking kind thoughts for everyone fighting",1
408,Weighing myself after the holidays was a terrible idea,1
1985,gelo.. abis baca ini.. sedih jg yaahh.. it's a very familiar sad feeling and i don't want to be this kind of mother but sometimes i can't help but feel like i'm falling into an inescapable toxic cycle.. i just.. want to cry.. ???? pic.twitter.com/ViQTrHoVRb,1
770,these gloomy days outside have me like,0
349,Last time hanging with silken and dorian before they move to Florida,0
668,awe thanks you so much love you too,0
2071,"Laying in bed eating dinner for one, watching netflix! Surely there's more to life?!",1
2978,"When I say ""I want to die"", they say""Let's do it, no one gonna care you anymore"" It's make me feel pity of my life more. I just want someone to hug me when I cry. But it not gonna happen.""",1
2887,The hype is real. SagasOfSundry dread is amazing.,0
714,You don't understand until you can't stand your own presence in an empty room.,1
2167,This loneliness is a black hole in which I cannot seem to escape...,1
2376,"Why was six afraid of seven?\nCause seven ate nine. BUT, why DID seven eat nine??\nBecause you should eat three squared meals a day! jokes meme dankmemes funny",0
2948,When the thing you cut with goes dull so you only get three good cuts in and the rest are just fails. Just fabulous! :/,1
409,No more scioly for the rest of the year,1
3046,"Next to death, being alone in life is the most feared experience for any human being, regardless of their generational label.",1
56,Absolutly shocking service from especially when owed three hundred and twenty-seven Expected better from a comp Ive dealt with four yrs unhappy badservice,1
680,Thoughtoftheday: 'Perpetual optimism is a force multiplier.' - Colin Powell quote optimism positivity,0
1419,one hundred and twenty-four ??????????????????????? ??????????????????????????????w ????????? two???????????????????????? ????????? ?????two?????????????????????????????? ???????????? ???????????????????????????????????????ww ?????????????????????????????????????????????????ww ??????????????????? ??????????????????????????????w pic.twitter.com/csixNCrTonepUF,0
3009,Music is just my best friendfix everything I guess,0
1790,"My phone is now strictly for music, memes, twitter, and YouTube bcx nobody calls or texts me????",1
885,"If Russia, Saudia or Iran wants to use an extra man to die for them in any battlefield anywhere in the world would happily join,",1
1220,karamadai ranganatha. Pallikondeeswarar shiva. Some more avl. Dont outrage without reason,0
3040,Thames beach datamosh glitch glitchart digitalart abstractart newmediaart imagemanipulation londontown riverthames dystopia,0
1328,tenpm laying in bed eating a chocolate SANTA ???... is over,0
334,Three more shifts then I start the next part of my tutorship in response enjoyingthelastfewdays excited nervous newchallanges,0
854,Hard to believe right now BUT there's a World waiting for your contribution-JesusChristWillHelpYouAccomplishYourDream-Ask,0
3079,I always have a reason to be upset and,1
2472,"Well, the good thing is that I don't cut myself anymore tho.",0
36,How come I see no value in my own life...? It feels like I was born this way; seeing no self values.,1
697,Wow I've just spotted the cutest human being alive blessed,0
1933,My ten days off work is almost over and Ive spent probably about seventy% of it in bed. Thank you,1
3069,"and if you try to stand up for yourself especially when it gets too much, you are being rude, and disrespectful. happens.",1
1125,Would you sign a petition to have Barnes and Noble stay open past ninepm?,0
1064,Is you're you might have a problem with someone close to you.,0
179,I'm gonna see you one last time,1
1057,one hundred and thirty-nine ??????????????????????????????????????????????????????????????????????? ??????????????????????????????????????????????????????????????w ?????????????????????????????? ???????????????????????? ?????????????????????????????????????? ??????????????????????????????????????????? ????????????????????????,0
3122,"Well my darling Beatrice has now got cardiac cachexia, basically because of her heart disease she is losing weight quickly ?? Her heart consultant says there is nothing we can do to stop this as it is part of the disease progression ?? pic.twitter.com/oNmonetNFjVW",0
763,"Good morning, you're very welcome awesome lady",0
2085,You share your jolly cheerful character that it makes so unique:),0
364,"The worst thing about is that it teases you thinking you are getting better, but then it drops you back to the bottom harder every time. I wish I could just be happy.... pic.twitter.com/zRftwoHoneLthirteenH",1
1645,These overwhelming emotions are too much,1
2578,I used to imagine I'd hear something at the door. I'd hear a knock and I'd pray it was her. Or I would hope it was her. I had dreams like that. I'm not having dreams like that now. I know she's gone. She won't be back. Ever. I sure love her. I sure miss her.,1
3004,Duno why I decided to weigh myself and check my bank balance all in one morning,0
3126,sadness cry dad will never understand his threerd child,1
238,i feel like i'm a prisoner of my own life.. like as if my life was a jail and i'm doing a lifetime sentence,1
2193,"I reaaaallly don't want to go to work tomorrow, five days off isn't enough, but come Wednesday four more. Can't wait. Love it!",0
1890,It would be great to have a mother that listens.,1
367,New Instagram by Watching Ellen cuz she makes me happy ???? - - - { ... pic.twitter.com/RIIfourZUsTNT,0
2529,"I almost died when i was a baby because i was in the womb for an additional month, i went while in the womb and it burned my skin, went in my mouth and i stewed in it for a while. I had to be rushed to NICU and they put tubes in me. Sometimes i wish i didnt make it",1
717,I'm a proud father to a mustache babystache adorable newborn,0
2388,Despacito u came into my life\nur aroma flared my life up\nur almond-eyes makes my Pulse gushing\nur smiles gleam me bright,0
2569,So good to see smiling and feeling positive from his hospital bed on sbstdf tonight. Get well soon!!,0
2499,ain't no sunshine when she's away,0
2034,Found out something today apparently im a bad person????,1
2118,why doesnt she like meeeeeeeeeee,0
972,Any GOP senator who refuses to RepealAndReplace needs to bear the wrath of their constituents polls home state! healthcare pricetwopay,0
2044,Chris Lynn just beat my ATAR,0
505,Nearly one in two men feel over the period,0
865,Some days I don't feel like I'm giving my two enough ?? I'm not loving them enough hugging them enough telling them how much I love them Enough! And it really upsets me to feel a failure at the one thing I should get so right and it often feels so wrong. Hurts alote,1
2536,I hate having/being crushes/in love ugh,1
2029,Can't for one moment think why I've never had a girlfriend. ??? pic.twitter.com/GkMrIhRsixLI,1
575,Glad the way eastenders is doing Lee's storyline,0
1586,It's only seven:twentypm and I'm off my tits on alcohol,1
1228,I don't know but today is such a bad day. So much is floating around in my head and I don't wanna do anything. Just wanna lay in bed and cry over how useless and worthless I am. I hate my,1
2837,friends frm abroad today: why r u so serious.All changed ... Me: Is there anything to celebrate ?,0
2004,Bui Bui Ah Boi dressed and acting like an uncle his eyes glued to the phone screen Sitting down at the first free seat,0
18,Thank god the last presentation is over! tomorrow is our last day at uni this year. We really need a few days off.,1
678,Just hoping that two thousand and fifteen will be better. That would be great.,1
146,Go harder when everyone else has had enough. relentless Cleaner,0
2840,"I'm feeling lonely and unproductive these past few days. I have many failed expectations to do something worthwhile. It's been five months since I moved to a new city and yet I gained no friends, I have not travel to any places like I used to. I need to detox.",1
2511,another great talent lost to us. songs stay with us forever. Odd but last Christmas playing everywhere this yr.,0
906,How come theres no support or advice for people with in the Credits? Still frowned upon! Disgusting!,0
1747,when you try your best but you don't suceed!!!Sad alone tears b bored boredtodeath,1
2154,I thought leaving would make it better. It did but then it got worse .,1
434,hopefully you are always smiling TY appreciate ya,0
394,LibertySeeds: realDonaldTrump LizCrokin Great start for MAGA ...,0
1218,Gosh I needed this to lift me up! was getting me down pic.twitter.com/aKXOninerDvom,1
617,"Sigh ??? another year coming to a close. For the first time in a while, I want to be alone. (one/two)",1
1476,"we all think about it, some more than others \n\ndeath sad depressed suicide",1
2756,"In addressing loneliness, a danger that we must watch out for is indulging in the sexy new robotic industry to provide the lonely with robot companions. pic.twitter.com/fourQafHgHhnj",0
1223,This officer is a hero! dogs_of_instagram adorable doglovers,0
710,two thousand and sixteen was the best year so far,0
592,Just look at those happy smiles! Beautiful!,0
2914,Thank you! Glad you're enjoying them,0
1171,ANOHNI asks basic questions of your soul and strips you bare. AND the music and visuals are incredible. Fucking hell.,0
321,Sometimes I wonder if Tom Selleck ever thinks about me and then I remember that Tom Selleck has absolutely no idea who I am.,0
2,"Depressed and lonely /: Stuck in a deep, never ending hole :(",1
118,when can I really respect and love myself more than anybody else?,1
739,I was at the beach today. Beautiful beach. Beautiful sand. The sea is great. Don't like jelly fish though. messageinabottle,0
1128,*waves white flag* I completely got up on the bottom side of the bed. I'm trying to do everything to feel better.,1
3125,Feeling kind of blue today. A good acquaintance from long back has not answered messages on any of their media platforms in a while...What happened to them? ???? pic.twitter.com/lWtxfourUcqyeight,1
2649,There days where I wanna end my life so bad because of my little sister. My parent I call her names and I am spoiled the one but yet she get everything and goes into my room takes everything. She the one that I am scared also who hurts me the most. .,1
610,A lot of and people out there looking for but can't find it...,1
2011,Setback after setback after setback,1
2059,for me is the past eight years of lies and deception! pic.twitter.com/NDLoUwMrFi,1
1698,"First breakdown at work ),: more to come ill bet money on it",1
1916,"Apparently my stomach can no longer handle extra spicy chili without trying to kill me. What's next, rice pudding and Ensure?",0
2601,"Why am i so today, everywhere!",1
34,"My wish for two thousand and fifteen is that no one suffering from should EVER feel alone. That they would receive help, love, support and kindness.",0
64,I'm so ready to take off my sneakers. They hurting me,1
1757,This algorithm can guide management of the next or Suicidal patient you see in your ED. covers this complicated and critical Chief Complaint. pic.twitter.com/zthreeEKgdKzYzero,0
1960,?Drone Bomb Me - ANOHNI,0
1091,It seems that a lonely future is waiting for me! Giver said he had a wife but it's forbidden to talk about our job. pic.twitter.com/RcJGUdSsnineK,0
208,one hundred and eighteen ???????????????????????????????????????????????????????????????????????????????????? ??????????? ?????????????????????????????w ?????????????????????????????????????????????????????????? ?????????????????????????????????????????????????? ???????????????????????????????????....... pic.twitter.com/ZeQtwoQHgYzeroU,0
69,I just don't want to participate anymore.,1
2741,"Hope everyone has a good New Years tonight, coz mines gonna be shit!",1
1717,how do people cry happy tears? i guess ive never really been truly happy?,1
106,"Yet another sleepless night. I record 'comfort' stuff. Will be watching the *Hairy Bikers* and *A Place in the Sun* until the wee, small hours. With my little dog ?",1
737,Both the Pats and Panthers lose ?????? and my vacation just ended.,0
1423,My biggest wish is to one day have a true friend. To be accepted the way I am.,1
787,What should i do with my life...so many things that i should do but so many things i dont wanna be doing,1
2099,yas bret you're always making me laugh ily,0
3085,Why are these fine guys on my timeline? Get off your too hot for me. I can't take it anymore.,0
638,"I was not, am nott and will not be enough",1
3096,And so we arrive at the eve of the worst month of the year. . Any tips on making January more bearable?,1
1153,So not in the mood for all this Christmas shit,1
2265,"It's really so sad, these stories about shootings. Makes me feel so trying to keep my head up and not crash down again. Z",1
646,Often I go to bed as soon after dinner as seems adult (I mean I try to wait for dark) in order to push away from the massive pain in sleeps frail wicker coracle.,1
764,"and : Depression affects many older adults receiving home care, but often is not properly treated. pic.twitter.com/pusuXIKfourgp",0
1653,Been feeling so depressed today I think my problem is I have a big heart or maybe its the fact that I do care idk,1
3031,In need of an ephemeral relief to,1
134,"it sucks when you fall hard for someone, and then they just leave you like it was nothing.",1
2328,I hope you smiling and just laughing your soul out . I love you so much.. My Person\n \n,0
2760,"Sleeping for twelve+ hours at a time, and fantasizing about ways to kill myself.",1
298,Hey what s up family I'm having depression for dinner,0
685,Being sun deprived in an office for nine hours a day is keeping me from my old blonde days,0
2003,"There's no one right way to live life but: be kind, be genuine, be honest, be open. Love yourself ; laugh often. Mindfulness",0
1699,Now playing - on Total Dance,0
